char,ucn,kRSUnicode,kTotalStrokes,kIICore,kUnihanCore2020,IsHCoreSim
韤,U+97E4,178.15,23,,,
韥,U+97E5,178.15,24,,HMT,
韦,U+97E6,178'.0,4,AG,GH,h
韧,U+97E7,178'.3,7,AG,G,h
韨,U+97E8,178'.5,9,,G,
韩,U+97E9,178'.8,12,AG,G,h
韪,U+97EA,178'.9,13,CG,G,
韫,U+97EB,178'.9,13,CG,G,
韬,U+97EC,178'.10,14,CG,G,h
韭,U+97ED,179.0,9,AGTHM,GHJMT,h
韮,U+97EE,179.4,12,AJH,HJ,h
韯,U+97EF,179.6,15,,,
韰,U+97F0,179.7,16,,HMT,
韱,U+97F1,179.8,17,CT,HMT,
韲,U+97F2,179.10,19,,HJ,
音,U+97F3,180.0,9,AGTJHKMP,GHJKMPT,h
韴,U+97F4,180.4,13,,,
韵,U+97F5,180.4,13,AG,GHJ,h
韶,U+97F6,180.5,14,AGTJHKMP,GHJKMPT,h
韷,U+97F7,180.5,14,,,
韸,U+97F8,180.7,16,,HMT,
韹,U+97F9,180.9,18,AT,HMT,
韺,U+97FA,180.9,17,,HMT,
韻,U+97FB,180.10,19,ATJHKMP,HJKMPT,
韼,U+97FC,180.10,19,,,
韽,U+97FD,180.11,20,,HMT,
韾,U+97FE,180.11,20,CT,HMT,
響,U+97FF,180.11,20,ATJHKMP,HJKMPT,
頀,U+9800,180.14,22,AKP,HKMPT,
頁,U+9801,181.0,9,ATJHKMP,HJKMPT,
頂,U+9802,181.2,11,ATJHKMP,HJKMPT,
頃,U+9803,181.2,11,ATJHKMP,HJKMPT,
頄,U+9804,181.2,11,,HMT,
項,U+9805,181.3,12,ATJHKMP,HJKMPT,
順,U+9806,181.3,12,ATJHKMP,HJKMPT,
頇,U+9807,181.3,12,CT,HMT,
須,U+9808,181.3,12,ATJHKMP,HJKMPT,
頉,U+9809,181.3,13,,,
頊,U+980A,181.4,13,ATKP,HKMPT,
頋,U+980B,181.4,13,,,
頌,U+980C,181.4,13,ATJHKMP,HJKMPT,
頍,U+980D,181.4,13,,HMT,
頎,U+980E,181.4,13,CT,HMT,
頏,U+980F,181.4,13,,HJMT,
預,U+9810,181.4,13,ATJHKMP,HJKMPT,
頑,U+9811,181.4,13,ATJHKMP,HJKMPT,
頒,U+9812,181.4,13,ATJHKMP,HJKMPT,
頓,U+9813,181.4,13,ATJHKMP,HJKMPT,
頔,U+9814,181.5,14,,H,
頕,U+9815,181.5,14,,H,
頖,U+9816,181.5,14,,HMT,
頗,U+9817,181.5,14,ATJHKMP,HJKMPT,
領,U+9818,181.5,14,ATJHKMP,HJKMPT,
頙,U+9819,181.4,14,,,
頚,U+981A,181.5,14,AJ,J,
頛,U+981B,181.6,15,,HMT,
頜,U+981C,181.6,15,ATM,HMT,
頝,U+981D,181.6,15,,HMT,
頞,U+981E,181.6,15,,HMT,
頟,U+981F,181.6,15,,H,
頠,U+9820,181.6,15,,HMT,
頡,U+9821,181.6,15,ATHM,HJMT,
頢,U+9822,181.6,15,,,
頣,U+9823,181.6,15,,H,
頤,U+9824,181.7,16,ATJHKM,HJMT,
頥,U+9825,181.7,16,,,
頦,U+9826,181.6,15,,HMT,
頧,U+9827,181.6,15,,HMT,
頨,U+9828,181.6,15,,HMT,
頩,U+9829,181.6,15,,HMT,
頪,U+982A,181.6,15,,,
頫,U+982B,181.6,15,AT,HMT,
頬,U+982C,181.6,15,AJ,J,
頭,U+982D,181.7,16,ATJHKMP,HJKMPT,
頮,U+982E,181.7,16,,H,
頯,U+982F,181.7,16,,HMT,
頰,U+9830,181.7,16,ATHKMP,HJKMPT,
頱,U+9831,181.7,16,,,
頲,U+9832,181.7,15,,HMT,
頳,U+9833,181.7,16,,H,
頴,U+9834,181.7,16,AJ,HJ,
頵,U+9835,181.7,16,,HMT,
頶,U+9836,181.7,16,,,
頷,U+9837,181.7,16,ATJHM,HJMT,
頸,U+9838,181.7,16,ATJHKMP,HJKMPT,
頹,U+9839,181.7,16,ATHKMP,HKMPT,
頺,U+983A,181.7,16,,,
頻,U+983B,181.7,16,ATJHKMP,HJKMPT,
頼,U+983C,181.7,16,AJ,J,
頽,U+983D,181.7,16,CJ,J,
頾,U+983E,181.9,18,,,
頿,U+983F,181.8,18,,,
顀,U+9840,181.8,17,,,
顁,U+9841,181.8,17,,HMT,
顂,U+9842,181.8,17,,,
顃,U+9843,181.8,17,,HMT,
顄,U+9844,181.8,17,,HMT,
顅,U+9845,181.8,17,,HMT,
顆,U+9846,181.8,17,ATJHKMP,HJKMPT,
顇,U+9847,181.8,17,,H,
顈,U+9848,181.8,17,,HMT,
顉,U+9849,181.8,17,,HMT,
顊,U+984A,181.8,17,,HMT,
顋,U+984B,181.9,18,,HJ,
題,U+984C,181.9,18,ATJHKMP,HJKMPT,
額,U+984D,181.9,18,ATJHKMP,HJKMPT,
顎,U+984E,181.9,18,ATJHKMP,HJKMPT,
顏,U+984F,181.9,18,ATHM,HJMT,
顐,U+9850,181.9,18,,HMT,
顑,U+9851,181.9,18,,HMT,
顒,U+9852,181.9,18,,HMT,
顓,U+9853,181.9,18,AT,HMT,
顔,U+9854,181.9,18,AJKP,JKP,
顕,U+9855,181.9,18,AJ,J,
顖,U+9856,181.10,19,,H,
顗,U+9857,181.10,19,CT,HMT,
願,U+9858,181.10,19,ATJHKMP,HJKMPT,
顙,U+9859,181.10,19,CT,HMT,
顚,U+985A,181.10,19,AKP,JKP,
顛,U+985B,181.10,19,ATJHM,HJMT,
顜,U+985C,181.10,19,,HMT,
顝,U+985D,181.10,18,,HMT,
類,U+985E,181.10,19,ATJHKMP,HJKMPT,
顟,U+985F,181.11,20,,HMT,
顠,U+9860,181.11,20,,HMT,
顡,U+9861,181.11,20,,,
顢,U+9862,181.11,20,CT,HMT,
顣,U+9863,181.11,20,,HMT,
顤,U+9864,181.12,21,,HMT,
顥,U+9865,181.12,21,ATKP,HKMPT,
顦,U+9866,181.12,21,,H,
顧,U+9867,181.12,21,ATJHKMP,HJKMPT,
顨,U+9868,181.12,21,,H,
顩,U+9869,181.13,22,,HMT,
顪,U+986A,181.13,22,,HMT,
顫,U+986B,181.13,22,ATHKMP,HJKMPT,
顬,U+986C,181.14,23,,H,
顭,U+986D,181.14,22,,,
顮,U+986E,181.14,23,,,
顯,U+986F,181.14,23,ATJHKMP,HJKMPT,
顰,U+9870,181.15,24,ATJHM,HJMT,
顱,U+9871,181.16,25,ATJHM,HJMT,
顲,U+9872,181.16,25,,HMT,
顳,U+9873,181.18,27,CT,HJMT,
顴,U+9874,181.18,26,CT,HJMT,
页,U+9875,181'.0,6,AG,GH,h
顶,U+9876,181'.2,8,AG,G,h
顷,U+9877,181'.2,8,AG,G,h
顸,U+9878,181'.3,9,,G,
项,U+9879,181'.3,9,AG,G,h
顺,U+987A,181'.3,9,AG,G,h
须,U+987B,181'.3,9,AG,G,h
须,U+987B,181'.3,9,AG,G,h
顼,U+987C,181'.4,10,CG,G,
顽,U+987D,181'.4,10,AG,G,h
顾,U+987E,181'.4,10,AG,G,h
顿,U+987F,181'.4,10,AG,G,h
颀,U+9880,181'.4,10,,G,
颁,U+9881,181'.4,10,AG,G,h
颂,U+9882,181'.4,10,AG,G,h
颃,U+9883,181'.4,10,,G,
预,U+9884,181'.4,10,AG,G,h
颅,U+9885,181'.5,11,AG,G,h
领,U+9886,181'.5,11,AG,G,h
颇,U+9887,181'.5,11,AG,G,h
颈,U+9888,181'.5,11,AG,G,h
颉,U+9889,181'.6,12,CG,G,h
颊,U+988A,181'.6,12,AG,G,h
颋,U+988B,181'.6,12,,G,
颌,U+988C,181'.6,12,CG,G,
颍,U+988D,181'.6,12,CG,G,
颎,U+988E,181'.6,12,,G,
颏,U+988F,181'.6,12,CG,G,
颐,U+9890,181'.7,13,AG,G,h
频,U+9891,181'.7,13,AG,G,h
颒,U+9892,181'.7,13,,,
颓,U+9893,181'.7,13,AG,G,h
颔,U+9894,181'.7,13,CG,G,h
颕,U+9895,181'.7,13,,,
颖,U+9896,181'.7,13,AG,G,h
颗,U+9897,181'.8,14,AG,G,h
题,U+9898,181'.9,15,AG,G,h
颙,U+9899,181'.9,15,,G,
颚,U+989A,181'.9,15,CG,G,h
颛,U+989B,181'.9,15,CG,G,
颜,U+989C,181'.9,15,AG,G,h
额,U+989D,181'.9,15,AG,G,h
颞,U+989E,181'.10,16,CG,G,
颟,U+989F,181'.10,16,,G,
颠,U+98A0,181'.10,16,AG,G,h
颡,U+98A1,181'.10,16,,G,
颢,U+98A2,181'.12,18,CG,G,
颣,U+98A3,181'.12,18,,,
颤,U+98A4,181'.13,19,AG,G,h
颥,U+98A5,181'.14,20,,G,
颦,U+98A6,181'.15,21,CG,G,h
颧,U+98A7,181'.17,23,AG,G,
風,U+98A8,182.0,9,ATJHKMP,HJKMPT,
颩,U+98A9,182.3,12,,HMT,
颪,U+98AA,182.3,12,,J,
颫,U+98AB,182.4,13,,,
颬,U+98AC,182.4,13,,HMT,
颭,U+98AD,182.5,14,,HMT,
颮,U+98AE,182.5,14,,HMT,
颯,U+98AF,182.5,14,ATJHKMP,HJKMPT,
颰,U+98B0,182.5,14,,,
颱,U+98B1,182.5,14,ATJHKMP,HJKMPT,
颲,U+98B2,182.6,15,,HMT,
颳,U+98B3,182.6,15,ATHM,HMT,
颴,U+98B4,182.7,16,,H,
颵,U+98B5,182.7,16,,,
颶,U+98B6,182.8,17,ATHM,HJMT,
颷,U+98B7,182.8,17,,H,
颸,U+98B8,182.9,18,,HMT,
颹,U+98B9,182.9,18,,H,
颺,U+98BA,182.9,18,ATH,HMT,
颻,U+98BB,182.10,19,,HMT,
颼,U+98BC,182.10,18,ATHM,HMT,
颽,U+98BD,182.10,19,,HMT,
颾,U+98BE,182.10,18,,HMT,
颿,U+98BF,182.10,19,,HMT,
飀,U+98C0,182.10,19,,HMT,
飁,U+98C1,182.11,20,,HMT,
飂,U+98C2,182.11,20,,HMT,
飃,U+98C3,182.11,20,,HJ,
飄,U+98C4,182.11,20,ATJHKMP,HJKMPT,
飅,U+98C5,182.12,21,,,
